,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
0,3120.955,3020.55,2920.03,2819.5025,2719.215,2619.305,2529.5575,2443.4625,2357.2825,2271.1375,2185.2075,2099.5375,2013.8675,1938.6,1866.8,1795,1723.2,1651.4,1579.6,1507.8,1436,1364.2,1292.4,1220.6,1148.8,1077,1005.2,933.4,861.6,789.8,718,646.2,574.4,502.6,430.8,359,287.2,215.4,143.6,71.8
1,3011.7825,2934.33975,2856.67875,2779.25175,2701.63575,2624.16375,2546.5185,2469.0465,2391.4305,2313.87075,2236.40775,2158.9425,2081.41425,2003.769,1926.333,1848.72375,1771.065,1693.57725,1615.977,1538.4465,1460.89575,1383.33825,1305.79425,1228.2705,1150.785,1073.169,995.625,918.0945,840.60225,763.0425,685.449,607.905,530.40375,455.460749999999,387.72,323.1,258.48,193.86,129.24,64.62
2,3168.94725,3078.4095,2987.80875,2897.4735,2807.11575,2716.515,2626.0065,2535.624,2445.048,2354.70375,2264.409,2174.37975,2084.391,2003.733,1926.23175,1848.6225,1771.05825,1693.593,1615.97025,1538.43975,1460.9745,1383.4035,1305.801,1228.293,1150.7715,1073.178,995.61825,918.14625,840.573,763.03575,685.449,607.9185,530.40375,455.46075,387.72,323.1,258.48,193.86,129.24,64.62
3,2741.814,2664.30825,2586.86325,2509.26525,2431.73925,2354.16375,2276.67375,2199.16125,2121.47775,2043.9765,1966.68675,1889.58375,1812.48075,1744.74,1680.12,1615.5,1550.88,1486.26,1421.64,1357.02,1292.4,1227.78,1163.16,1098.54,1033.92,969.3,904.68,840.06,775.44,710.82,646.2,581.58,516.96,452.34,387.72,323.1,258.48,193.86,129.24,64.62
4,3168.801,3078.315,2987.856,2897.52075,2806.95375,2716.55775,2626.11225,2535.63075,2445.17175,2354.5665,2264.40675,2174.37975,2084.38875,2003.769,1926.333,1848.753,1771.13025,1693.5795,1615.9905,1538.433,1460.99025,1383.39675,1305.8595,1228.329,1150.722,1073.1915,995.6475,918.13275,840.60225,763.01325,685.49175,607.905,530.40375,455.460749999999,387.72,323.1,258.48,193.86,129.24,64.62
5,2921.7915,2844.21825,2766.681,2689.146,2611.62225,2534.06925,2456.541,2378.97,2301.43275,2223.945,2146.338,2068.80075,1991.2995,1913.71275,1836.1755,1758.618,1681.09425,1603.53675,1526.0355,1448.478,1370.9475,1293.417,1215.86625,1138.2795,1060.749,984.90375,907.83,840.06,775.44,710.82,646.2,581.58,516.96,452.34,387.72,323.1,258.48,193.86,129.24,64.62
6,3348.77175,3258.45,3168.0315,3077.469,2986.88625,2896.49925,2805.957,2715.7095,2625.01875,2534.6115,2444.06475,2353.6755,2263.266,2172.66075,2082.35925,1991.88675,1901.2995,1810.962,1721.57175,1631.54475,1550.88,1473.336,1395.792,1318.248,1240.704,1163.16,1085.616,1008.072,930.528,852.984,775.44,697.896,620.352,542.808,465.264,387.72,310.176,232.632,155.088,77.544
7,3235.887,3132.51975,3029.13675,2925.7515,2822.4945,2719.7055,2626.092,2535.55875,2445.17625,2354.733,2264.1615,2173.7385,2083.15575,1992.717,1902.33675,1811.87775,1721.403,1630.962,1541.5965,1451.628,1370.90475,1293.38325,1215.8955,1138.3515,1060.77825,984.90375,907.83,840.06,775.44,710.82,646.2,581.58,516.96,452.34,387.72,323.1,258.48,193.86,129.24,64.62
8,3438.8235,3348.288,3257.811,3167.316,3076.9515,2986.40475,2895.91875,2805.61275,2714.98725,2624.66325,2534.05125,2443.75425,2353.122,2262.654,2172.32325,2081.745,1991.31525,1900.79775,1810.3185,1719.882,1629.3915,1539.018,1448.442,1358.06625,1267.533,1178.76375,1088.73675,1008.072,930.528,852.984,775.44,697.896,620.352,542.808,465.264,387.72,310.176,232.632,155.088,77.544
9,2898.891,2808.315,2717.964,2627.4555,2537.0325,2446.5915,2356.0335,2265.5565,2175.1785,2084.652,1994.7735,1905.1875,1815.6015,1744.74,1680.12,1615.5,1550.88,1486.26,1421.64,1357.02,1292.4,1227.78,1163.16,1098.54,1033.92,969.3,904.68,840.06,775.44,710.82,646.2,581.58,516.96,452.34,387.72,323.1,258.48,193.86,129.24,64.62
10,3505.968,3402.4545,3299.21775,3195.78975,3092.38875,2988.96075,2885.46075,2782.0575,2678.80275,2575.386,2472.14475,2369.187,2266.263,2172.66075,2082.19275,1991.7315,1901.3175,1810.9035,1720.314,1629.94725,1539.414,1448.9415,1358.5185,1268.0055,1177.542,1088.766,998.739,918.07425,840.528,762.984,685.449,607.9185,530.40375,455.46075,387.72,323.1,258.48,193.86,129.24,64.62
